userId	rating	title	genres
606	4.5	American Beauty (1999)	Drama|Romance
229	3.0	Batman Forever (1995)	Action|Adventure|Comedy|Crime
494	5.0	Star Wars: Episode IV - A New Hope (1977)	Action|Adventure|Sci-Fi
223	3.0	Seven (a.k.a. Se7en) (1995)	Mystery|Thriller
489	4.0	Indiana Jones and the Last Crusade (1989)	Action|Adventure
54	4.0	Forrest Gump (1994)	Comedy|Drama|Romance|War
570	4.0	Gladiator (2000)	Action|Adventure|Drama
279	4.0	Dark Knight, The (2008)	Action|Crime|Drama|IMAX
96	3.0	True Lies (1994)	Action|Adventure|Comedy|Romance|Thriller
182	4.5	Alien (1979)	Horror|Sci-Fi
222	4.0	Reservoir Dogs (1992)	Crime|Mystery|Thriller
414	2.0	Batman Forever (1995)	Action|Adventure|Comedy|Crime
42	3.0	Gladiator (2000)	Action|Adventure|Drama
393	5.0	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	Action|Adventure
129	4.0	Minority Report (2002)	Action|Crime|Mystery|Sci-Fi|Thriller
229	4.0	Twister (1996)	Action|Adventure|Romance|Thriller
337	5.0	Mission: Impossible (1996)	Action|Adventure|Mystery|Thriller
380	5.0	Indiana Jones and the Last Crusade (1989)	Action|Adventure
80	5.0	Silence of the Lambs, The (1991)	Crime|Horror|Thriller
82	1.5	Monsters, Inc. (2001)	Adventure|Animation|Children|Comedy|Fantasy
299	4.0	X-Men (2000)	Action|Adventure|Sci-Fi
15	3.0	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
5	5.0	Pulp Fiction (1994)	Comedy|Crime|Drama|Thriller
445	3.5	Fargo (1996)	Comedy|Crime|Drama|Thriller
141	3.5	Braveheart (1995)	Action|Drama|War
561	4.0	Terminator 2: Judgment Day (1991)	Action|Sci-Fi
404	4.0	Schindler's List (1993)	Drama|War
72	5.0	Shawshank Redemption, The (1994)	Crime|Drama
217	2.0	Monty Python and the Holy Grail (1975)	Adventure|Comedy|Fantasy
430	5.0	Sixth Sense, The (1999)	Drama|Horror|Mystery
448	3.5	Dark Knight, The (2008)	Action|Crime|Drama|IMAX
96	4.0	Godfather, The (1972)	Crime|Drama
453	5.0	Die Hard: With a Vengeance (1995)	Action|Crime|Thriller
453	5.0	Mask, The (1994)	Action|Comedy|Crime|Fantasy
27	5.0	Princess Bride, The (1987)	Action|Adventure|Comedy|Fantasy|Romance
395	3.0	Dumb & Dumber (Dumb and Dumber) (1994)	Adventure|Comedy
348	5.0	Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)	Comedy|Romance
560	4.0	Braveheart (1995)	Action|Drama|War
606	4.5	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Sci-Fi
551	2.0	Lord of the Rings: The Fellowship of the Ring, The (2001)	Adventure|Fantasy
17	4.5	Back to the Future (1985)	Adventure|Comedy|Sci-Fi
517	3.5	Forrest Gump (1994)	Comedy|Drama|Romance|War
362	4.0	American History X (1998)	Crime|Drama
167	3.5	Finding Nemo (2003)	Adventure|Animation|Children|Comedy
525	3.5	Incredibles, The (2004)	Action|Adventure|Animation|Children|Comedy
415	4.0	Jurassic Park (1993)	Action|Adventure|Sci-Fi|Thriller
438	4.0	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
125	4.0	Dark Knight, The (2008)	Action|Crime|Drama|IMAX
570	3.5	Mission: Impossible (1996)	Action|Adventure|Mystery|Thriller
160	2.0	Stargate (1994)	Action|Adventure|Sci-Fi
594	5.0	Die Hard (1988)	Action|Crime|Thriller
40	3.0	Beauty and the Beast (1991)	Animation|Children|Fantasy|Musical|Romance|IMAX
392	5.0	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	Action|Adventure
129	4.0	Bourne Identity, The (2002)	Action|Mystery|Thriller
414	4.0	Star Wars: Episode I - The Phantom Menace (1999)	Action|Adventure|Sci-Fi
162	4.0	Batman (1989)	Action|Crime|Thriller
464	5.0	Dances with Wolves (1990)	Adventure|Drama|Western
1	4.0	Rock, The (1996)	Action|Adventure|Thriller
561	4.5	Stargate (1994)	Action|Adventure|Sci-Fi
6	5.0	Speed (1994)	Action|Romance|Thriller
114	3.0	Silence of the Lambs, The (1991)	Crime|Horror|Thriller
468	4.0	True Lies (1994)	Action|Adventure|Comedy|Romance|Thriller
368	5.0	Princess Bride, The (1987)	Action|Adventure|Comedy|Fantasy|Romance
461	0.5	Matrix, The (1999)	Action|Sci-Fi|Thriller
370	4.5	Sixth Sense, The (1999)	Drama|Horror|Mystery
120	2.0	Independence Day (a.k.a. ID4) (1996)	Action|Adventure|Sci-Fi|Thriller
477	4.0	Sixth Sense, The (1999)	Drama|Horror|Mystery
498	4.0	Pulp Fiction (1994)	Comedy|Crime|Drama|Thriller
274	4.0	Aliens (1986)	Action|Adventure|Horror|Sci-Fi
177	5.0	Mrs. Doubtfire (1993)	Comedy|Drama
458	5.0	Fugitive, The (1993)	Thriller
609	4.0	Forrest Gump (1994)	Comedy|Drama|Romance|War
121	4.0	Independence Day (a.k.a. ID4) (1996)	Action|Adventure|Sci-Fi|Thriller
166	5.0	Star Wars: Episode VI - Return of the Jedi (1983)	Action|Adventure|Sci-Fi
248	3.5	Star Wars: Episode VI - Return of the Jedi (1983)	Action|Adventure|Sci-Fi
140	3.0	Lord of the Rings: The Fellowship of the Ring, The (2001)	Adventure|Fantasy
263	4.0	Princess Bride, The (1987)	Action|Adventure|Comedy|Fantasy|Romance
189	4.0	Matrix, The (1999)	Action|Sci-Fi|Thriller
314	3.0	Mrs. Doubtfire (1993)	Comedy|Drama
425	4.0	American History X (1998)	Crime|Drama
352	2.5	Men in Black (a.k.a. MIB) (1997)	Action|Comedy|Sci-Fi
230	4.5	Batman Begins (2005)	Action|Crime|IMAX
525	3.5	Clockwork Orange, A (1971)	Crime|Drama|Sci-Fi|Thriller
492	5.0	Rock, The (1996)	Action|Adventure|Thriller
63	4.0	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
209	5.0	Shawshank Redemption, The (1994)	Crime|Drama
413	5.0	American History X (1998)	Crime|Drama
140	5.0	Saving Private Ryan (1998)	Action|Drama|War
425	3.0	Austin Powers: The Spy Who Shagged Me (1999)	Action|Adventure|Comedy
232	4.0	Monsters, Inc. (2001)	Adventure|Animation|Children|Comedy|Fantasy
463	4.5	Braveheart (1995)	Action|Drama|War
292	4.0	Back to the Future (1985)	Adventure|Comedy|Sci-Fi
266	4.0	Jurassic Park (1993)	Action|Adventure|Sci-Fi|Thriller
124	4.0	Star Wars: Episode IV - A New Hope (1977)	Action|Adventure|Sci-Fi
199	4.0	Gladiator (2000)	Action|Adventure|Drama
438	4.0	Speed (1994)	Action|Romance|Thriller
472	5.0	Shawshank Redemption, The (1994)	Crime|Drama
552	4.5	Finding Nemo (2003)	Adventure|Animation|Children|Comedy
232	4.5	Minority Report (2002)	Action|Crime|Mystery|Sci-Fi|Thriller
580	4.0	Men in Black (a.k.a. MIB) (1997)	Action|Comedy|Sci-Fi
569	3.0	Dumb & Dumber (Dumb and Dumber) (1994)	Adventure|Comedy
109	4.0	Fugitive, The (1993)	Thriller
209	5.0	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	Action|Adventure
167	4.0	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	Action|Adventure
596	3.5	Lord of the Rings: The Two Towers, The (2002)	Adventure|Fantasy
122	5.0	Alien (1979)	Horror|Sci-Fi
580	5.0	Batman Begins (2005)	Action|Crime|IMAX
427	4.0	Braveheart (1995)	Action|Drama|War
374	3.0	Apollo 13 (1995)	Adventure|Drama|IMAX
438	4.0	Lord of the Rings: The Two Towers, The (2002)	Adventure|Fantasy
560	4.0	Pulp Fiction (1994)	Comedy|Crime|Drama|Thriller
436	3.0	Léon: The Professional (a.k.a. The Professional) (Léon) (1994)	Action|Crime|Drama|Thriller
274	3.0	Star Wars: Episode IV - A New Hope (1977)	Action|Adventure|Sci-Fi
343	3.5	Aliens (1986)	Action|Adventure|Horror|Sci-Fi
66	4.5	Shawshank Redemption, The (1994)	Crime|Drama
239	5.0	Lord of the Rings: The Fellowship of the Ring, The (2001)	Adventure|Fantasy
18	3.5	Home Alone (1990)	Children|Comedy
484	5.0	Forrest Gump (1994)	Comedy|Drama|Romance|War
448	4.0	Usual Suspects, The (1995)	Crime|Mystery|Thriller
599	4.5	Monty Python and the Holy Grail (1975)	Adventure|Comedy|Fantasy
213	4.0	Lord of the Rings: The Two Towers, The (2002)	Adventure|Fantasy
41	2.0	Saving Private Ryan (1998)	Action|Drama|War
560	3.5	Waterworld (1995)	Action|Adventure|Sci-Fi
239	4.5	Braveheart (1995)	Action|Drama|War
414	4.5	Finding Nemo (2003)	Adventure|Animation|Children|Comedy
370	3.5	Memento (2000)	Mystery|Thriller
602	5.0	Star Wars: Episode IV - A New Hope (1977)	Action|Adventure|Sci-Fi
143	3.0	Pretty Woman (1990)	Comedy|Romance
217	3.0	Ghost (1990)	Comedy|Drama|Fantasy|Romance|Thriller
339	5.0	Clockwork Orange, A (1971)	Crime|Drama|Sci-Fi|Thriller
380	3.0	Austin Powers: The Spy Who Shagged Me (1999)	Action|Adventure|Comedy
91	4.5	Fight Club (1999)	Action|Crime|Drama|Thriller
453	5.0	Fifth Element, The (1997)	Action|Adventure|Comedy|Sci-Fi
304	4.0	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	Mystery|Sci-Fi|Thriller
368	4.0	Braveheart (1995)	Action|Drama|War
387	3.0	Die Hard (1988)	Action|Crime|Thriller
444	4.0	Terminator 2: Judgment Day (1991)	Action|Sci-Fi
167	3.5	Beauty and the Beast (1991)	Animation|Children|Fantasy|Musical|Romance|IMAX
221	3.5	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	Action|Adventure|Comedy|Fantasy
28	3.0	Beautiful Mind, A (2001)	Drama|Romance
438	5.0	True Lies (1994)	Action|Adventure|Comedy|Romance|Thriller
219	4.0	Good Will Hunting (1997)	Drama|Romance
182	4.0	Ocean's Eleven (2001)	Crime|Thriller
265	5.0	Terminator, The (1984)	Action|Sci-Fi|Thriller
30	5.0	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Sci-Fi
241	4.0	Matrix, The (1999)	Action|Sci-Fi|Thriller
288	1.0	Mission: Impossible (1996)	Action|Adventure|Mystery|Thriller
559	5.0	Independence Day (a.k.a. ID4) (1996)	Action|Adventure|Sci-Fi|Thriller
259	4.0	Monsters, Inc. (2001)	Adventure|Animation|Children|Comedy|Fantasy
5	5.0	Beauty and the Beast (1991)	Animation|Children|Fantasy|Musical|Romance|IMAX
45	4.0	Breakfast Club, The (1985)	Comedy|Drama
61	4.5	Alien (1979)	Horror|Sci-Fi
137	4.5	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	Action|Adventure
328	0.5	X-Men (2000)	Action|Adventure|Sci-Fi
182	1.5	Independence Day (a.k.a. ID4) (1996)	Action|Adventure|Sci-Fi|Thriller
599	3.0	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
597	5.0	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	Action|Adventure
52	5.0	Shawshank Redemption, The (1994)	Crime|Drama
166	3.5	X-Men (2000)	Action|Adventure|Sci-Fi
522	4.5	Indiana Jones and the Last Crusade (1989)	Action|Adventure
361	3.0	Aliens (1986)	Action|Adventure|Horror|Sci-Fi
95	5.0	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Sci-Fi
552	3.0	Austin Powers: The Spy Who Shagged Me (1999)	Action|Adventure|Comedy
189	4.0	Lord of the Rings: The Return of the King, The (2003)	Action|Adventure|Drama|Fantasy
500	1.0	Pretty Woman (1990)	Comedy|Romance
299	4.0	Ghostbusters (a.k.a. Ghost Busters) (1984)	Action|Comedy|Sci-Fi
312	5.0	E.T. the Extra-Terrestrial (1982)	Children|Drama|Sci-Fi
420	4.0	X-Men (2000)	Action|Adventure|Sci-Fi
226	2.5	Waterworld (1995)	Action|Adventure|Sci-Fi
551	4.0	Minority Report (2002)	Action|Crime|Mystery|Sci-Fi|Thriller
247	4.5	Sixth Sense, The (1999)	Drama|Horror|Mystery
86	4.0	Die Hard: With a Vengeance (1995)	Action|Crime|Thriller
240	3.0	Batman Forever (1995)	Action|Adventure|Comedy|Crime
608	4.0	Fifth Element, The (1997)	Action|Adventure|Comedy|Sci-Fi
412	5.0	American Beauty (1999)	Drama|Romance
610	5.0	Lord of the Rings: The Two Towers, The (2002)	Adventure|Fantasy
294	3.0	Breakfast Club, The (1985)	Comedy|Drama
186	4.0	Men in Black (a.k.a. MIB) (1997)	Action|Comedy|Sci-Fi
198	4.0	Groundhog Day (1993)	Comedy|Fantasy|Romance
441	4.5	Fight Club (1999)	Action|Crime|Drama|Thriller
232	4.5	Spider-Man (2002)	Action|Adventure|Sci-Fi|Thriller
15	3.5	Inception (2010)	Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
391	1.0	Star Wars: Episode I - The Phantom Menace (1999)	Action|Adventure|Sci-Fi
534	3.5	Spider-Man (2002)	Action|Adventure|Sci-Fi|Thriller
477	4.0	Waterworld (1995)	Action|Adventure|Sci-Fi
577	2.0	Stargate (1994)	Action|Adventure|Sci-Fi
387	2.5	Sixth Sense, The (1999)	Drama|Horror|Mystery
309	4.0	Monsters, Inc. (2001)	Adventure|Animation|Children|Comedy|Fantasy
590	3.5	Ocean's Eleven (2001)	Crime|Thriller
540	5.0	Saving Private Ryan (1998)	Action|Drama|War
322	4.0	Kill Bill: Vol. 1 (2003)	Action|Crime|Thriller
179	4.0	True Lies (1994)	Action|Adventure|Comedy|Romance|Thriller
243	3.0	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
168	3.5	Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)	Comedy|Romance
425	3.5	Stargate (1994)	Action|Adventure|Sci-Fi
226	4.0	Groundhog Day (1993)	Comedy|Fantasy|Romance
7	4.0	Monsters, Inc. (2001)	Adventure|Animation|Children|Comedy|Fantasy
135	5.0	Memento (2000)	Mystery|Thriller
16	3.5	Lord of the Rings: The Fellowship of the Ring, The (2001)	Adventure|Fantasy
104	3.0	Batman (1989)	Action|Crime|Thriller
558	4.0	Saving Private Ryan (1998)	Action|Drama|War
483	4.0	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
551	4.0	Terminator 2: Judgment Day (1991)	Action|Sci-Fi
42	3.0	Star Wars: Episode I - The Phantom Menace (1999)	Action|Adventure|Sci-Fi
223	3.5	Lord of the Rings: The Return of the King, The (2003)	Action|Adventure|Drama|Fantasy
136	3.0	Waterworld (1995)	Action|Adventure|Sci-Fi
542	3.5	Mrs. Doubtfire (1993)	Comedy|Drama
47	4.0	Saving Private Ryan (1998)	Action|Drama|War
220	4.5	Princess Bride, The (1987)	Action|Adventure|Comedy|Fantasy|Romance
525	4.0	Groundhog Day (1993)	Comedy|Fantasy|Romance
446	5.0	Silence of the Lambs, The (1991)	Crime|Horror|Thriller
428	1.5	Men in Black (a.k.a. MIB) (1997)	Action|Comedy|Sci-Fi
230	3.0	True Lies (1994)	Action|Adventure|Comedy|Romance|Thriller
233	5.0	Shawshank Redemption, The (1994)	Crime|Drama
594	4.5	Die Hard: With a Vengeance (1995)	Action|Crime|Thriller
510	4.0	Usual Suspects, The (1995)	Crime|Mystery|Thriller
542	5.0	Fifth Element, The (1997)	Action|Adventure|Comedy|Sci-Fi
436	4.0	Ghost (1990)	Comedy|Drama|Fantasy|Romance|Thriller
189	4.0	Silence of the Lambs, The (1991)	Crime|Horror|Thriller
489	3.5	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
401	3.5	Monsters, Inc. (2001)	Adventure|Animation|Children|Comedy|Fantasy
312	4.0	Terminator, The (1984)	Action|Sci-Fi|Thriller
525	4.0	Toy Story (1995)	Adventure|Animation|Children|Comedy|Fantasy
7	3.0	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
292	3.5	Lord of the Rings: The Two Towers, The (2002)	Adventure|Fantasy
46	3.0	GoldenEye (1995)	Action|Adventure|Thriller
288	4.5	Monsters, Inc. (2001)	Adventure|Animation|Children|Comedy|Fantasy
330	3.0	True Lies (1994)	Action|Adventure|Comedy|Romance|Thriller
495	4.5	Ace Ventura: Pet Detective (1994)	Comedy
607	3.0	Babe (1995)	Children|Drama
200	4.0	Die Hard: With a Vengeance (1995)	Action|Crime|Thriller
169	4.0	Groundhog Day (1993)	Comedy|Fantasy|Romance
380	3.0	Shawshank Redemption, The (1994)	Crime|Drama
75	4.0	Blade Runner (1982)	Action|Sci-Fi|Thriller
160	5.0	Gladiator (2000)	Action|Adventure|Drama
15	4.5	American History X (1998)	Crime|Drama
217	5.0	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Sci-Fi
485	5.0	Dances with Wolves (1990)	Adventure|Drama|Western
242	5.0	Fugitive, The (1993)	Thriller
177	4.0	Lion King, The (1994)	Adventure|Animation|Children|Drama|Musical|IMAX
344	3.5	Stargate (1994)	Action|Adventure|Sci-Fi
62	4.5	Star Wars: Episode I - The Phantom Menace (1999)	Action|Adventure|Sci-Fi
432	2.5	Mask, The (1994)	Action|Comedy|Crime|Fantasy
566	3.0	Aladdin (1992)	Adventure|Animation|Children|Comedy|Musical
244	3.0	Stargate (1994)	Action|Adventure|Sci-Fi
17	4.5	Toy Story (1995)	Adventure|Animation|Children|Comedy|Fantasy
160	3.0	E.T. the Extra-Terrestrial (1982)	Children|Drama|Sci-Fi
385	3.0	Mrs. Doubtfire (1993)	Comedy|Drama
404	4.0	Braveheart (1995)	Action|Drama|War
425	3.0	Star Wars: Episode I - The Phantom Menace (1999)	Action|Adventure|Sci-Fi
133	3.0	Apollo 13 (1995)	Adventure|Drama|IMAX
122	4.5	Dumb & Dumber (Dumb and Dumber) (1994)	Adventure|Comedy
580	5.0	Léon: The Professional (a.k.a. The Professional) (Léon) (1994)	Action|Crime|Drama|Thriller
125	4.0	Shawshank Redemption, The (1994)	Crime|Drama
460	3.5	E.T. the Extra-Terrestrial (1982)	Children|Drama|Sci-Fi
112	5.0	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	Mystery|Sci-Fi|Thriller
103	5.0	American History X (1998)	Crime|Drama
534	4.5	Fifth Element, The (1997)	Action|Adventure|Comedy|Sci-Fi
159	4.0	Princess Bride, The (1987)	Action|Adventure|Comedy|Fantasy|Romance
598	2.5	Princess Bride, The (1987)	Action|Adventure|Comedy|Fantasy|Romance
292	4.0	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Sci-Fi
219	2.5	E.T. the Extra-Terrestrial (1982)	Children|Drama|Sci-Fi
114	4.0	Spider-Man (2002)	Action|Adventure|Sci-Fi|Thriller
154	5.0	Inception (2010)	Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
453	2.0	GoldenEye (1995)	Action|Adventure|Thriller
22	3.5	Eternal Sunshine of the Spotless Mind (2004)	Drama|Romance|Sci-Fi
18	3.5	Fifth Element, The (1997)	Action|Adventure|Comedy|Sci-Fi
608	5.0	Godfather, The (1972)	Crime|Drama
540	4.5	Terminator 2: Judgment Day (1991)	Action|Sci-Fi
464	5.0	Die Hard: With a Vengeance (1995)	Action|Crime|Thriller
332	3.5	Minority Report (2002)	Action|Crime|Mystery|Sci-Fi|Thriller
453	5.0	Dumb & Dumber (Dumb and Dumber) (1994)	Adventure|Comedy
604	3.0	Mask, The (1994)	Action|Comedy|Crime|Fantasy
542	5.0	Shrek (2001)	Adventure|Animation|Children|Comedy|Fantasy|Romance
144	5.0	Memento (2000)	Mystery|Thriller
177	4.0	Groundhog Day (1993)	Comedy|Fantasy|Romance
106	5.0	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	Action|Adventure|Comedy|Fantasy
279	5.0	Monty Python and the Holy Grail (1975)	Adventure|Comedy|Fantasy
84	3.0	True Lies (1994)	Action|Adventure|Comedy|Romance|Thriller
385	4.0	Star Wars: Episode VI - Return of the Jedi (1983)	Action|Adventure|Sci-Fi
202	3.0	Fugitive, The (1993)	Thriller
546	5.0	American Beauty (1999)	Drama|Romance
256	5.0	Beautiful Mind, A (2001)	Drama|Romance
202	4.0	Clockwork Orange, A (1971)	Crime|Drama|Sci-Fi|Thriller
58	5.0	Schindler's List (1993)	Drama|War
129	3.5	Monty Python and the Holy Grail (1975)	Adventure|Comedy|Fantasy
321	3.0	Fugitive, The (1993)	Thriller
182	5.0	Breakfast Club, The (1985)	Comedy|Drama
222	4.5	Beautiful Mind, A (2001)	Drama|Romance
322	3.5	Dark Knight, The (2008)	Action|Crime|Drama|IMAX
462	4.0	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	Action|Adventure|Comedy|Fantasy
372	4.0	Lion King, The (1994)	Adventure|Animation|Children|Drama|Musical|IMAX
25	5.0	Lord of the Rings: The Two Towers, The (2002)	Adventure|Fantasy
305	4.0	Saving Private Ryan (1998)	Action|Drama|War
104	3.0	Rock, The (1996)	Action|Adventure|Thriller
71	3.0	Terminator 2: Judgment Day (1991)	Action|Sci-Fi
330	3.0	Apollo 13 (1995)	Adventure|Drama|IMAX
121	4.0	Dances with Wolves (1990)	Adventure|Drama|Western
80	4.5	Beautiful Mind, A (2001)	Drama|Romance
165	4.0	Jurassic Park (1993)	Action|Adventure|Sci-Fi|Thriller
213	5.0	Terminator 2: Judgment Day (1991)	Action|Sci-Fi
379	3.0	Ghost (1990)	Comedy|Drama|Fantasy|Romance|Thriller
8	4.0	Speed (1994)	Action|Romance|Thriller
33	5.0	Good Will Hunting (1997)	Drama|Romance
91	4.5	Terminator, The (1984)	Action|Sci-Fi|Thriller
288	4.0	Fargo (1996)	Comedy|Crime|Drama|Thriller
71	5.0	Independence Day (a.k.a. ID4) (1996)	Action|Adventure|Sci-Fi|Thriller
282	5.0	Reservoir Dogs (1992)	Crime|Mystery|Thriller
570	3.5	Good Will Hunting (1997)	Drama|Romance
166	5.0	Batman Begins (2005)	Action|Crime|IMAX
425	3.5	Memento (2000)	Mystery|Thriller
557	4.5	Matrix, The (1999)	Action|Sci-Fi|Thriller
483	4.0	Shrek (2001)	Adventure|Animation|Children|Comedy|Fantasy|Romance
122	5.0	Star Wars: Episode IV - A New Hope (1977)	Action|Adventure|Sci-Fi
569	5.0	Die Hard: With a Vengeance (1995)	Action|Crime|Thriller
452	4.0	Star Wars: Episode VI - Return of the Jedi (1983)	Action|Adventure|Sci-Fi
420	4.5	Lion King, The (1994)	Adventure|Animation|Children|Drama|Musical|IMAX
156	5.0	Pulp Fiction (1994)	Comedy|Crime|Drama|Thriller
375	5.0	Memento (2000)	Mystery|Thriller
567	3.5	Incredibles, The (2004)	Action|Adventure|Animation|Children|Comedy
232	3.5	Die Hard: With a Vengeance (1995)	Action|Crime|Thriller
370	1.5	Star Wars: Episode I - The Phantom Menace (1999)	Action|Adventure|Sci-Fi
268	4.0	One Flew Over the Cuckoo's Nest (1975)	Drama
304	2.0	American Beauty (1999)	Drama|Romance
32	3.0	Toy Story (1995)	Adventure|Animation|Children|Comedy|Fantasy
572	5.0	Star Wars: Episode V - The Empire Strikes Back (1980)	Action|Adventure|Sci-Fi
514	4.0	Die Hard (1988)	Action|Crime|Thriller
